Name,Year,Engine,Fuel,Transmission,Driven_KM,No_of_Owner,Location, Price 
Maruti Alto 800 2016-2019 CNG LXI,2017,796 CC,CNG,Manual,24310,First,Kochi,3.7
Mercedes-Benz GLA Class 200 CDI,2016,2143 CC,Diesel,Automatic,43022,First,Mumbai,24.85
Hyundai Santa Fe 4X2,2013,2199 CC,Diesel,Manual,74000,First,Jaipur,12.25
Maruti Swift VDI,2014,1248 CC,Diesel,Manual,47000,First,Kolkata,3.9
Hyundai Elite i20 Sportz Plus,2017,1197 CC,Petrol,Manual,37460,First,Kochi,6.28
Mahindra Xylo E8 BS IV,2011,2498 CC,Diesel,Manual,130000,First,Mumbai,2.75
Hyundai Grand i10 Asta Option,2017,1197 CC,Petrol,Manual,31576,First,Coimbatore,7.85
Volkswagen Vento Petrol Highline,2011,1598 CC,Petrol,Manual,66000,First,Mumbai,2.95
Honda Accord 2.4 A/T,2008,2354 CC,Petrol,Automatic,79000,Second,Mumbai,4.85
Mercedes-Benz S-Class S 350 d,2011,2925 CC,Diesel,Automatic,47140,Second,Bangalore,30
Mercedes-Benz B Class B200 CDI,2016,2143 CC,Diesel,Automatic,36610,First,Bangalore,19.9
Hyundai Creta 1.6 SX Option Diesel,2016,1582 CC,Diesel,Manual,93000,First,Bangalore,10.8
Maruti Alto LXI,2007,796 CC,Petrol,Manual,52195,First,Hyderabad,1.75
Audi A3 35 TDI Premium,2016,1968 CC,Diesel,Automatic,20003,First,Mumbai,19.25
Renault Duster 85PS Diesel RxL,2013,1461 CC,Diesel,Manual,66314,First,Delhi,5.5
Ford Fiesta 1.4 ZXi TDCi ABS,2009,1399 CC,Diesel,Manual,76000,First,Chennai,2.75
Hyundai Creta 1.6 SX Plus Diesel,2015,1582 CC,Diesel,Manual,29000,First,Bangalore,13
Ford Figo Diesel ZXI,2011,1399 CC,Diesel,Manual,30000,First,Mumbai,3.2
Volkswagen Polo Petrol Highline 1.6L,2013,1598 CC,Petrol,Manual,56526,First,Coimbatore,5.84
Volvo V40 D3 R Design,2015,1969 CC,Diesel,Automatic,38000,Second,Hyderabad,24
Hyundai Verna SX CRDi AT,2012,1582 CC,Diesel,Automatic,41000,First,Chennai,6.25
BMW 7 Series 2007-2012 730Ld,2009,2993 CC,Diesel,Automatic,53000,First,Hyderabad,36
Mitsubishi Lancer GLXD,2003,1998 CC,Diesel,Manual,125000,Third,Chennai,3
Toyota Fortuner 3.0 Diesel,2010,2982 CC,Diesel,Manual,242000,First,Chennai,11
Maruti Ciaz VDi Plus,2015,1248 CC,Diesel,Manual,90000,First,Chennai,6.5
Maruti Vitara Brezza VDi Option,2018,1248 CC,Diesel,Manual,11000,First,Hyderabad,9.4
BMW 3 Series Luxury Line,2018,1995 CC,Diesel,Automatic,21936,First,Kochi,37.92
Volkswagen Vento Petrol Highline AT,2013,1598 CC,Petrol,Automatic,41000,First,Pune,5.25
Hyundai i20 1.2 Asta,2011,1197 CC,Petrol,Manual,47000,First,Chennai,4.5
BMW X5 3.0d,2009,2993 CC,Diesel,Automatic,110000,First,Chennai,18
Hyundai Xcent 1.2 Kappa S,2015,1197 CC,Petrol,Manual,45960,First,Coimbatore,5.56
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2013,2143 CC,Diesel,Automatic,48000,First,Bangalore,22
Land Rover Freelander 2 SE,2011,2179 CC,Diesel,Automatic,68000,First,Hyderabad,22
Hyundai i10 Magna,2011,1197 CC,Petrol,Manual,41000,First,Mumbai,2.65
Hyundai Verna 1.6 SX CRDi (O),2013,1582 CC,Diesel,Manual,69573,Second,Jaipur,5.85
Volkswagen Jetta 2012-2014 2.0L TDI Highline,2012,1968 CC,Diesel,Manual,115000,First,Chennai,6.95
Mahindra XUV500 W8 2WD,2012,2179 CC,Diesel,Manual,47629,First,Kolkata,6.5
Maruti Omni 8 Seater BSII,2004,796 CC,Petrol,Manual,66624,Third,Jaipur,0.85
Skoda Superb Style 1.8 TSI AT,2013,1798 CC,Petrol,Automatic,80000,Second,Delhi,7.25
Maruti Swift VDI,2012,1248 CC,Diesel,Manual,94868,First,Pune,4.5
Mahindra Scorpio 2.6 LX,2010,2179 CC,Diesel,Manual,76477,First,Mumbai,4.25
Mercedes-Benz GLA Class 200 Sport Edition,2016,1991 CC,Petrol,Automatic,28000,First,Chennai,26
Mahindra Thar CRDe,2017,2498 CC,Diesel,Manual,28599,First,Coimbatore,9.66
Renault Duster 110PS Diesel RxZ,2013,1461 CC,Diesel,Manual,45348,Second,Bangalore,6.85
Audi Q5 2008-2012 2.0 TDI,2013,1968 CC,Diesel,Automatic,80127,First,Coimbatore,23.68
Land Rover Freelander 2 SE,2013,2179 CC,Diesel,Automatic,68000,Second,Delhi,15.75
Volkswagen Vento Diesel Comfortline,2012,1598 CC,Diesel,Manual,75000,Third,Pune,3.5
BMW 5 Series 2003-2012 540i Sedan,2006,2979 CC,Petrol,Automatic,48000,Second,Delhi,6.99
Hyundai Elantra CRDi SX,2019,1582 CC,Diesel,Manual,41871,First,Coimbatore,15.57
Tata Sumo EX,2015,2956 CC,Diesel,Manual,84931,First,Coimbatore,5.29
Datsun redi-GO T,2016,799 CC,Petrol,Manual,15000,First,Kolkata,2.25
BMW X5 xDrive 30d,2009,2993 CC,Diesel,Automatic,110000,First,Chennai,20
BMW 6 Series 630i Coupe,2011,4395 CC,Petrol,Automatic,5900,First,Mumbai,47.5
Maruti Alto Vxi 1.1,2002,1061 CC,Petrol,Manual,103653,Second,Chennai,1.22
Volkswagen Polo Petrol Comfortline 1.2L,2012,1198 CC,Petrol,Manual,64806,First,Chennai,3.65
Datsun GO Plus A,2016,1198 CC,Petrol,Manual,35000,First,Pune,3.1
Hyundai Creta 1.6 VTVT S,2016,1591 CC,Petrol,Manual,40000,First,Bangalore,11.5
Maruti Alto K10 VXI,2015,998 CC,Petrol,Manual,23876,First,Kochi,3.46
Hyundai Santa Fe 4X4,2013,2199 CC,Diesel,Manual,67901,First,Coimbatore,8.38
Volkswagen Polo GT TDI,2014,1598 CC,Diesel,Manual,68865,First,Pune,4.8
Honda Amaze S i-Dtech,2014,1498 CC,Diesel,Manual,71000,Second,Pune,4.5
Maruti Esteem Vxi,2004,1298 CC,Petrol,Manual,95000,First,Chennai,0.8
Maruti Swift VDI,2014,1248 CC,Diesel,Manual,25000,First,Kolkata,3.95
Skoda Rapid 1.6 TDI Ambition,2012,1598 CC,Diesel,Manual,180000,First,Hyderabad,3.65
Mercedes-Benz E-Class 280 CDI,2005,2987 CC,Diesel,Automatic,131000,First,Mumbai,10
Mahindra Scorpio SLE BSIV,2011,2179 CC,Diesel,Manual,65000,Second,Delhi,4
Nissan Sunny 2011-2014 Diesel XL,2012,1461 CC,Diesel,Manual,117777,First,Hyderabad,4.75
Maruti Swift Dzire VXi,2009,1298 CC,Petrol,Manual,65000,Second,Bangalore,3.1
Hyundai EON Sportz,2017,814 CC,Petrol,Manual,46897,First,Kochi,3.61
Honda Brio S MT,2015,1198 CC,Petrol,Manual,36695,First,Coimbatore,4.29
Nissan Micra XV Primo,2011,1198 CC,Petrol,Manual,43000,First,Kolkata,2.13
Maruti Alto LXi BSII,2008,796 CC,Petrol,Manual,54000,First,Mumbai,1.1
BMW 3 Series 320d,2011,1995 CC,Diesel,Automatic,89000,First,Hyderabad,13.95
Volkswagen Polo 1.2 MPI Highline,2014,1198 CC,Petrol,Manual,7000,First,Mumbai,5.35
Maruti Celerio LXI,2014,998 CC,Petrol,Manual,58470,First,Hyderabad,3.9
Maruti Wagon R VXI 1.2,2014,1197 CC,Petrol,Manual,37000,First,Kolkata,2.8
Maruti Ciaz ZDi Plus,2016,1248 CC,Diesel,Manual,29000,First,Mumbai,8.75
Audi A4 2.0 TDI,2013,1968 CC,Diesel,Automatic,52000,First,Hyderabad,19.5
Honda Brio S MT,2013,1198 CC,Petrol,Manual,32807,First,Kolkata,2.75
Mahindra Scorpio VLX 2WD AT BSIV,2013,2179 CC,Diesel,Automatic,86000,First,Hyderabad,8
Honda City i DTEC V,2014,1498 CC,Diesel,Manual,66500,First,Delhi,5.7
BMW X1 sDrive20d,2012,1995 CC,Diesel,Automatic,94000,First,Ahmedabad,12.5
Chevrolet Spark 1.0 LT,2011,995 CC,Petrol,Manual,29000,Second,Chennai,1.75
Ford Figo Diesel EXI,2010,1399 CC,Diesel,Manual,107389,Second,Chennai,1.9
Maruti Swift VXI BSIV,2015,1197 CC,Petrol,Manual,36100,First,Ahmedabad,4.5
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,2143 CC,Diesel,Automatic,16329,First,Mumbai,30.3
Skoda Octavia Elegance 2.0 TDI AT,2014,1968 CC,Diesel,Automatic,36000,First,Hyderabad,16
BMW X3 xDrive20d xLine,2017,1995 CC,Diesel,Automatic,41816,First,Kochi,32.78
Hyundai EON Era Plus,2015,814 CC,Petrol,Manual,54680,First,Jaipur,2.5
Audi A4 35 TDI Technology,2017,1968 CC,Diesel,Automatic,14000,First,Hyderabad,43
Ford Figo 2015-2019 1.2P Titanium MT,2017,1196 CC,Petrol,Manual,23977,First,Kochi,5.38
Maruti Alto K10 2010-2014 VXI,2013,998 CC,Petrol,Manual,30131,First,Hyderabad,2.65
Maruti Alto 800 2016-2019 VXI,2017,796 CC,Petrol,Manual,2530,First,Hyderabad,3.3
Mercedes-Benz New C-Class C 220 CDI Style,2015,2143 CC,Diesel,Automatic,39000,First,Hyderabad,34
Hyundai Santro D Lite,2001,1086 CC,Petrol,Manual,140000,Third,Chennai,0.7
Hyundai Xcent 1.1 CRDi S,2017,1120 CC,Diesel,Manual,32257,First,Kochi,6.83
Honda Amaze S i-Dtech,2016,1498 CC,Diesel,Manual,46983,First,Kochi,5.77
Maruti Swift Vdi BSIII,2008,1248 CC,Diesel,Manual,107000,Second,Chennai,3.1
Volkswagen Polo 1.2 MPI Comfortline,2017,1199 CC,Petrol,Manual,19000,First,Mumbai,4.95
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1968 CC,Diesel,Automatic,88000,First,Bangalore,16.25
Land Rover Range Rover 3.6 TDV8 Vogue SE,2012,4367 CC,Diesel,Automatic,84384,First,Coimbatore,52.54
Mahindra XUV500 W8 2WD,2011,2179 CC,Diesel,Manual,128000,Third,Chennai,6.4
Ford Endeavour 2.5L 4X2,2011,2499 CC,Diesel,Manual,71000,Third,Bangalore,6.95
Tata Indica V2 DLX,2008,1396 CC,Diesel,Manual,50000,First,Kolkata,0.85
Maruti Baleno Alpha,2016,1197 CC,Petrol,Manual,16000,First,Chennai,6.95
Hyundai Xcent 1.1 CRDi Base,2017,1120 CC,Diesel,Manual,82000,First,Kolkata,3.45
Honda Civic 2006-2010 1.8 S MT,2008,1799 CC,Petrol,Manual,80000,First,Delhi,2.75
Hyundai i20 Sportz Option 1.2,2015,1197 CC,Petrol,Manual,36000,Second,Delhi,4.95
Tata Nexon 1.2 Revotron XZ Plus,2018,1198 CC,Petrol,Manual,17477,First,Coimbatore,9.62
Hyundai i20 Sportz 1.2,2016,1197 CC,Petrol,Manual,16725,First,Coimbatore,6.79
Maruti Swift Dzire ZXI,2014,1197 CC,Petrol,Manual,48241,First,Mumbai,4.5
Maruti Wagon R LXI,2014,998 CC,Petrol,Manual,52431,First,Kochi,3.01
Hyundai i20 Sportz 1.4 CRDi,2012,1396 CC,Diesel,Manual,68000,First,Bangalore,4.4
Toyota Fortuner 4x2 AT,2012,2982 CC,Diesel,Automatic,158000,First,Hyderabad,17.49
Hyundai i10 Sportz,2014,1197 CC,Petrol,Manual,31446,First,Coimbatore,4.66
Hyundai Grand i10 Asta,2015,1197 CC,Petrol,Manual,25000,First,Chennai,5.5
Hyundai i20 Asta 1.2,2016,1197 CC,Petrol,Manual,57000,First,Ahmedabad,6
Hyundai Santro Xing XL AT eRLX Euro II,2007,1086 CC,Petrol,Automatic,76000,First,Hyderabad,2.4
Maruti Vitara Brezza ZDi Plus,2018,1248 CC,Diesel,Manual,57078,First,Kochi,10.19
Honda Amaze S i-Dtech,2016,1498 CC,Diesel,Manual,47471,First,Kochi,5.25
Mercedes-Benz M-Class ML 250 CDI,2014,2143 CC,Diesel,Automatic,50000,First,Hyderabad,45
Hyundai i20 Sportz Diesel,2010,1396 CC,Diesel,Manual,62000,First,Ahmedabad,2.7
Hyundai i10 Era,2013,1086 CC,Petrol,Manual,65807,First,Coimbatore,3.39
Maruti Swift Dzire VDI,2014,1248 CC,Diesel,Manual,81768,First,Hyderabad,5.69
BMW Z4 2009-2013 Roadster 2.5i,2018,2979 CC,Petrol,Automatic,9952,First,Kochi,58.54
Maruti Baleno Alpha Diesel,2017,1248 CC,Diesel,Manual,24000,First,Hyderabad,8.4
Chevrolet Beat Diesel,2012,936 CC,Diesel,Manual,72921,First,Hyderabad,2.5
Honda Brio V MT,2012,1198 CC,Petrol,Manual,59000,First,Pune,3.25
Ford Figo Diesel Titanium,2014,1399 CC,Diesel,Manual,33000,Second,Mumbai,3.25
Maruti Celerio VXI AT,2016,998 CC,Petrol,Automatic,36789,First,Pune,4.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,2143 CC,Diesel,Automatic,41000,First,Jaipur,18.5
Hyundai Santro Xing XL AT eRLX Euro III,2007,1086 CC,Petrol,Automatic,71000,First,Hyderabad,2.4
Honda Brio S MT,2015,1198 CC,Petrol,Manual,46650,First,Jaipur,4.25
Maruti Baleno Alpha CVT,2018,1197 CC,Petrol,Automatic,3000,First,Mumbai,8.85
Hyundai EON Sportz,2014,814 CC,Petrol,Manual,14799,First,Coimbatore,4.14
Toyota Prius 2009-2016 Z4,2011,1798 CC,Electric,Automatic,44000,First,Mumbai,12.75
Hyundai i20 1.4 CRDi Sportz,2015,1396 CC,Diesel,Manual,68525,First,Hyderabad,7
Ford Endeavour 3.2 Titanium AT 4X4,2018,3198 CC,Diesel,Automatic,15000,First,Hyderabad,33
Honda City i-VTEC VX,2017,1497 CC,Petrol,Manual,29000,First,Ahmedabad,10
Maruti SX4 ZDI,2012,1248 CC,Diesel,Manual,77407,Second,Kochi,3.53
Chevrolet Optra Magnum 1.6 LS Petrol,2007,1598 CC,Petrol,Manual,118000,First,Jaipur,1.35
Volkswagen Vento Diesel Highline,2013,1598 CC,Diesel,Manual,75000,First,Delhi,4.5
Honda City V MT,2012,1497 CC,Petrol,Manual,69000,First,Pune,4.9
Hyundai Creta 1.6 CRDi SX Option,2016,1582 CC,Diesel,Manual,52553,First,Kochi,12.26
Hyundai Xcent 1.1 CRDi SX,2014,1120 CC,Diesel,Manual,58000,Second,Mumbai,3.99
Mercedes-Benz GLC 220d 4MATIC Style,2017,2143 CC,Diesel,Automatic,24000,First,Mumbai,46.95
Ford Figo Diesel EXI,2015,1399 CC,Diesel,Manual,65542,First,Hyderabad,3.8
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,2013,1896 CC,Diesel,Manual,68008,Second,Ahmedabad,6.75
Mahindra TUV 300 2015-2019 T8,2017,1493 CC,Diesel,Manual,22251,First,Coimbatore,8.75
Ford Ecosport 1.5 Ti VCT MT Titanium,2013,1499 CC,Petrol,Manual,55000,Second,Chennai,5.2
Hyundai Verna 1.6 SX VTVT (O),2017,1591 CC,Petrol,Manual,19387,First,Kochi,8.42
Maruti Wagon R LXI CNG,2014,998 CC,CNG,Manual,58000,First,Pune,3
Hyundai i20 Sportz 1.2,2016,1197 CC,Petrol,Manual,24001,First,Mumbai,5.75
Audi A4 New 2.0 TDI Multitronic,2008,1968 CC,Diesel,Automatic,17000,First,Kolkata,9.75
Nissan Micra Active XV S,2015,1198 CC,Petrol,Manual,28500,First,Delhi,3.5
Mercedes-Benz M-Class ML 250 CDI,2014,2143 CC,Diesel,Automatic,66000,First,Jaipur,30
Land Rover Discovery Sport TD4 S,2017,2179 CC,Diesel,Automatic,22000,First,Delhi,35
Hyundai Creta 1.6 SX Option Executive,2018,1591 CC,Petrol,Manual,44383,First,Coimbatore,13.25
Skoda Rapid 1.6 TDI Active,2013,1598 CC,Diesel,Manual,45000,First,Mumbai,3.65
Maruti Swift Dzire VDI,2015,1248 CC,Diesel,Manual,58000,First,Jaipur,5.25
Hyundai Creta 1.6 SX,2016,1591 CC,Petrol,Manual,69000,First,Delhi,9.7
Hyundai Grand i10 CRDi Sportz,2017,1120 CC,Diesel,Manual,60993,First,Coimbatore,5.21
Mahindra TUV 300 T8,2016,1493 CC,Diesel,Manual,67000,First,Pune,6.3
Hyundai Grand i10 CRDi Sportz,2014,1120 CC,Diesel,Manual,51134,First,Kochi,4.72
BMW X5 xDrive 30d,2011,2993 CC,Diesel,Automatic,55000,Second,Chennai,28
Maruti Dzire AMT VDI,2018,1248 CC,Diesel,Automatic,25082,First,Coimbatore,8.37
Toyota Fortuner 4x4 MT,2012,2982 CC,Diesel,Manual,68350,First,Delhi,14
Audi A6 2011-2015 35 TDI Technology,2015,1968 CC,Diesel,Automatic,50000,First,Hyderabad,36
Honda Jazz 1.5 V i DTEC,2015,1498 CC,Diesel,Manual,97000,First,Pune,6.4
Audi Q7 4.2 TDI Quattro Technology,2015,4134 CC,Diesel,Automatic,56238,First,Coimbatore,51.69
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2014,2179 CC,Diesel,Manual,72618,First,Jaipur,8
Chevrolet Cruze LTZ,2012,1991 CC,Diesel,Manual,62005,First,Hyderabad,9.8
Chevrolet Beat Diesel LT,2012,936 CC,Diesel,Manual,61250,First,Hyderabad,2.7
Audi A4 35 TDI Premium Plus,2014,1968 CC,Diesel,Automatic,28469,First,Coimbatore,24.37
Skoda Rapid 1.6 MPI AT Style,2018,1598 CC,Petrol,Automatic,21488,First,Kochi,9.72
Maruti Swift Dzire VDI,2014,1248 CC,Diesel,Manual,197000,First,Pune,5
Toyota Fortuner 3.0 Diesel,2009,2982 CC,Diesel,Manual,138205,Second,Pune,10.5
Maruti Swift VDI,2012,1248 CC,Diesel,Manual,160000,Second,Jaipur,3.9
Honda City 1.5 V MT Exclusive,2012,1497 CC,Petrol,Manual,67590,First,Coimbatore,5.65
Mercedes-Benz M-Class ML 250 CDI,2012,2143 CC,Diesel,Automatic,52000,First,Mumbai,29.95
Maruti Swift Ldi BSIII,2008,1248 CC,Diesel,Manual,100000,Second,Bangalore,3
Ford Aspire Titanium Diesel,2017,1498 CC,Diesel,Manual,60048,First,Kolkata,6
Hyundai i10 Sportz,2009,1197 CC,Petrol,Manual,48000,First,Mumbai,2.11
Fiat Punto 1.4 Emotion,2010,,Petrol,Manual,47000,First,Kolkata,1.49
Maruti Alto LXi,2011,796 CC,Petrol,Manual,100000,First,Jaipur,1.5
Toyota Etios Liva GD,2013,1364 CC,Diesel,Manual,62601,First,Coimbatore,4.67
Maruti Swift VXI BSIV,2006,1197 CC,Petrol,Manual,80010,Second,Bangalore,2.85
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2017,2143 CC,Diesel,Automatic,26493,First,Coimbatore,33.64
Tata Indica V2 DLE BSIII,2011,1396 CC,Diesel,Manual,96000,Second,Hyderabad,0.91
Maruti Alto 800 VXI,2014,796 CC,Petrol,Manual,45700,Second,Jaipur,2.42
Skoda Superb 2.8 V6 AT,2005,2771 CC,Petrol,Automatic,13000,First,Kolkata,3.25
Volkswagen Polo Petrol Comfortline 1.2L,2013,1198 CC,Petrol,Manual,38000,First,Kolkata,2.8
Maruti Dzire AMT ZXI Plus,2019,1197 CC,Petrol,Automatic,8018,First,Coimbatore,8.3
Mahindra Scorpio VLX,2010,2179 CC,Diesel,Manual,144400,Third,Bangalore,5.25
Maruti Swift Vdi BSIII,2010,1248 CC,Diesel,Manual,152000,First,Jaipur,2.9
BMW 3 Series 320d Prestige,2013,1995 CC,Diesel,Automatic,71000,First,Pune,15
Tata Nano STD SE,2012,624 CC,Petrol,Manual,80000,Second,Jaipur,0.53
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,2494 CC,Diesel,Manual,87143,First,Mumbai,12.5
Honda Brio S Option MT,2012,1198 CC,Petrol,Manual,25000,First,Mumbai,2.75
Tata Tiago AMT 1.2 Revotron XZA,2018,1199 CC,Petrol,Automatic,2000,First,Pune,5
Mahindra Scorpio SLE BSIV,2014,2179 CC,Diesel,Manual,45239,First,Kochi,7.09
BMW 5 Series 2003-2012 525d,2011,1995 CC,Diesel,Automatic,101999,First,Hyderabad,19.99
Toyota Corolla Altis D-4D GL,2014,1364 CC,Diesel,Manual,74219,First,Mumbai,10.75
Honda City i VTEC CVT VX,2016,1497 CC,Petrol,Automatic,25000,First,Mumbai,9.45
Hyundai Verna CRDi 1.6 SX Option,2008,1582 CC,Diesel,Manual,109606,First,Hyderabad,2.9
Maruti Swift Dzire VDI Optional,2015,1248 CC,Diesel,Manual,36000,First,Kolkata,4.7
Maruti Ciaz ZXi,2016,1373 CC,Petrol,Manual,41810,First,Coimbatore,7.11
Ford Ecosport 1.5 DV5 MT Titanium,2014,1498 CC,Diesel,Manual,93321,First,Jaipur,6.25
Maruti Alto K10 2010-2014 VXI,2011,998 CC,Petrol,Manual,81000,First,Hyderabad,2.2
Honda Amaze V CVT Petrol,2019,1199 CC,Petrol,Automatic,25717,First,Kochi,8.86
Mahindra XUV500 W6 2WD,2015,2179 CC,Diesel,Manual,37000,First,Delhi,9.3
Mahindra TUV 300 2015-2019 T8,2017,1493 CC,Diesel,Manual,56380,First,Coimbatore,7.57
Honda Jazz VX,2017,1199 CC,Petrol,Manual,8000,First,Chennai,7.9
Maruti Swift VXI BSIII W/ ABS,2018,1298 CC,Petrol,Manual,14589,First,Kochi,5.65
Volkswagen Polo Petrol Highline 1.2L,2013,1198 CC,Petrol,Manual,65088,First,Delhi,3.25
Hyundai Creta 1.6 SX Option Diesel,2019,1582 CC,Diesel,Manual,24864,First,Coimbatore,16.27
Chevrolet Beat LS,2011,1199 CC,Petrol,Manual,64831,First,Coimbatore,3.21
Honda Amaze VX i-DTEC,2013,1498 CC,Diesel,Manual,38001,First,Kolkata,3.9
Mercedes-Benz E-Class 230 E AT,2008,2496 CC,Petrol,Automatic,77000,Second,Mumbai,6.5
BMW 5 Series 530d M Sport,2016,2993 CC,Diesel,Automatic,27000,First,Hyderabad,48
Audi A3 35 TDI Premium Plus,2016,1968 CC,Diesel,Automatic,39000,First,Mumbai,18.9
Maruti Swift Dzire VDI,2015,1248 CC,Diesel,Manual,131000,First,Pune,3.6
Maruti Swift Dzire VDI,2015,1248 CC,Diesel,Manual,43000,First,Kolkata,5.5
Toyota Innova 2.5 V Diesel 7-seater,2011,2494 CC,Diesel,Manual,68000,Second,Pune,7
BMW X3 xDrive20d,2016,1995 CC,Diesel,Automatic,45165,First,Bangalore,41.75
BMW 5 Series 2003-2012 525d,2007,1995 CC,Diesel,Automatic,120000,First,Hyderabad,10.5
Mahindra XUV500 W8 2WD,2014,2179 CC,Diesel,Manual,86091,First,Coimbatore,10.09
Honda City 1.5 S MT,2009,1497 CC,Petrol,Manual,71499,First,Delhi,3
Force One LX 4x4,2014,2200 CC,Diesel,Manual,50000,First,Chennai,12
Volkswagen Polo 1.5 TDI Comfortline,2015,1498 CC,Diesel,Manual,66000,First,Jaipur,4.91
Honda Jazz S,2010,1198 CC,Petrol,Manual,45000,First,Kolkata,2
Toyota Etios Liva GD SP,2015,1364 CC,Diesel,Manual,69189,First,Hyderabad,5.3
Nissan Terrano XV Premium 110 PS,2014,1461 CC,Diesel,Manual,40206,First,Mumbai,7.22
BMW X3 xDrive 20d xLine,2017,1995 CC,Diesel,Automatic,36723,First,Kochi,32.57
Hyundai i20 1.2 Magna,2010,1197 CC,Petrol,Manual,57500,First,Mumbai,2.75
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,1196 CC,CNG,Manual,43912,First,Kochi,4.33
Ford Fiesta EXi 1.4 TDCi Ltd,2011,1399 CC,Diesel,Manual,52000,First,Hyderabad,3.75
Honda City 1.5 V AT,2014,1497 CC,Petrol,Automatic,60952,First,Kochi,5.91
Maruti Swift VDI BSIV,2013,1248 CC,Diesel,Manual,87192,First,Chennai,4.35
Hyundai Grand i10 CRDi SportZ Edition,2014,1120 CC,Diesel,Manual,58000,First,Delhi,3.25
Audi Q7 45 TDI Quattro Technology,2017,2967 CC,Diesel,Automatic,59500,First,Pune,68
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2016,1198 CC,Petrol,Manual,16650,First,Mumbai,5.5
Honda City i VTEC CVT VX,2018,1497 CC,Petrol,Automatic,34696,First,Kochi,12.08
Maruti Baleno Alpha 1.3,2018,1248 CC,Diesel,Manual,42243,First,Kochi,7.48
Hyundai Grand i10 CRDi Sportz,2016,1120 CC,Diesel,Manual,57824,First,Jaipur,5.5
Maruti Swift Dzire VDi,2011,1248 CC,Diesel,Manual,110000,First,Jaipur,3.5
Maruti Swift 1.3 VXi,2006,,Petrol,Manual,63000,First,Delhi,1.6
Land Rover Freelander 2 TD4 HSE,2013,2179 CC,Diesel,Automatic,72000,First,Delhi,15.5
Toyota Fortuner 3.0 Diesel,2013,2982 CC,Diesel,Manual,63455,First,Hyderabad,19
Honda Jazz VX Diesel,2017,1498 CC,Diesel,Manual,17151,First,Hyderabad,8.4
Maruti Vitara Brezza LDi Option,2016,1248 CC,Diesel,Manual,31001,First,Pune,7.25
Maruti Swift Dzire VDI,2014,1248 CC,Diesel,Manual,42109,First,Kolkata,4.25
Skoda Rapid 1.5 TDI AT Elegance,2015,1498 CC,Diesel,Automatic,55000,Second,Delhi,5.7
Land Rover Freelander 2 TD4 SE,2013,2179 CC,Diesel,Automatic,46000,Second,Hyderabad,26
Maruti Alto 800 LXI,2013,796 CC,Petrol,Manual,30852,First,Hyderabad,2.49
Volkswagen Polo Petrol Highline 1.2L,2011,1198 CC,Petrol,Manual,65000,Second,Pune,3
Honda City i DTEC SV,2015,1498 CC,Diesel,Manual,65000,First,Delhi,5.95
Maruti Swift Dzire LDI,2013,1248 CC,Diesel,Manual,72000,First,Delhi,2.69
Audi A4 2.0 TDI 177 Bhp Technology Edition,2014,1968 CC,Diesel,Automatic,29000,First,Bangalore,26
Honda City i VTEC VX,2015,1497 CC,Petrol,Manual,32000,First,Kolkata,5.5
Ford Figo Aspire 1.2 Ti-VCT Ambiente,2016,1196 CC,Petrol,Manual,29875,First,Chennai,4.85
Maruti Vitara Brezza LDi,2018,1248 CC,Diesel,Manual,32539,First,Kochi,8.39
Renault Duster 110PS Diesel RxL,2015,1461 CC,Diesel,Manual,83090,First,Hyderabad,7.99
Hyundai i20 Active 1.4 SX,2016,1396 CC,Diesel,Manual,62679,First,Hyderabad,6.95
Mahindra Logan Petrol 1.4 GLE,2010,1390 CC,Petrol,Manual,93000,First,Mumbai,1.5
Honda City ZX GXi,2006,1497 CC,Petrol,Manual,44000,First,Mumbai,1.55
Ford Figo Petrol EXI,2010,1196 CC,Petrol,Manual,78400,Second,Bangalore,2.75
Renault Duster Petrol RxL,2014,1598 CC,Petrol,Manual,71300,First,Mumbai,4.25
Hyundai i10 Sportz 1.2,2015,1197 CC,Petrol,Manual,18000,First,Kolkata,2.85
Land Rover Discovery Sport TD4 HSE 7S,2019,1999 CC,Diesel,Automatic,24013,First,Coimbatore,56.14
Audi Q5 2008-2012 2.0 TFSI Quattro,2009,1984 CC,Petrol,Automatic,99100,Second,Ahmedabad,10
Maruti Versa DX2 BS II,2003,1298 CC,Petrol,Manual,62000,Second,Mumbai,1.25
Maruti Swift Dzire ZDI,2017,1248 CC,Diesel,Manual,14000,First,Kolkata,7.5
Audi A4 2.0 TDI Premium Sport Limited Edition,2015,1968 CC,Diesel,Automatic,44811,First,Coimbatore,25.81
Volkswagen Polo 1.2 MPI Comfortline,2014,1198 CC,Petrol,Manual,44000,First,Ahmedabad,4.3
